D00043	Isoflurophate
D10911	Birabresib (USAN/INN)
D10912	Brazikumab (USAN/INN) Monoclonal antibody
D10913	Burosumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D10915	Cannabidiol (USAN/INN) &lt;US&gt;
D10917	Cergutuzumab amunaleukin (USAN/INN) Monoclonal antibody
D10918	Citarinostat (USAN)
D10924	Dezapelisib (USAN)
D10926	Entrectinib (JAN/USAN/INN) &lt;JP/US&gt;
D10927	Erdafitinib (USAN/INN) &lt;US&gt;
D10928	Erenumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D10930	Etrasimod (USAN)
D10932	Etripamil (USAN/INN)
D10936	Galcanezumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D10938	Glycopyrronium (USAN)
D10939	Glycopyrronium tosylate (USAN) &lt;US&gt;
D10940	Inotersen (USAN/INN) Antisense oligonucleotide
D10941	Inotersen sodium (USAN) &lt;US&gt; Antisense oligonucleotide
D10943	Istiratumab (USAN) Monoclonal antibody
D10944	Itacitinib (USAN/INN)
D10945	Itacitinib adipate (JAN/USAN)
D10946	Lanabecestat (USAN)
D10947	Lanabecestat camsylate (USAN)
D10951	Maralixibat (USAN)
D10952	Maralixibat chloride (USAN/INN)
D10953	Mirvetuximab (USAN/INN) Monoclonal antibody
D10954	Mirvetuximab soravtansine (USAN/INN) Antibody-drug conjugate
D10955	Mongersen sodium (USAN) Antisense oligonucleotide
D10956	Mongersen (INN) Antisense oligonucleotide
D10958	Naquotinib (USAN/INN)
D10959	Neflamapimod (USAN)
D10960	Nirogacestat (USAN/INN)
D10963	Oleclumab (USAN) Monoclonal antibody
D10964	Omaveloxolone (USAN/INN)
D10965	Omidenepag (USAN/INN)
D10966	Omidenepag isopropyl (JAN) &lt;JP&gt;
D10967	Ozanimod hydrochloride (USAN) &lt;US&gt;
D10968	Ozanimod (USAN/INN)
D10969	Pamrevlumab (USAN/INN) Monoclonal antibody
D10970	Pegapamodutide (USAN)
D10971	Piclidenoson (USAN/INN)
D10972	Plozalizumab (USAN/INN) Monoclonal antibody
D10976	Recanaclotide (USAN/INN)
D10977	Remetinostat (USAN/INN)
D10978	Revefenacin (USAN/INN) &lt;US&gt;
D10979	Ribociclib succinate (USAN) &lt;US&gt;
D10981	Rovalpituzumab tesirine (USAN/INN) Monoclonal antibody
D10982	Rucaparib camsylate (USAN) &lt;US&gt;
D10983	Ruclosporin (USAN/INN)
D10985	Sacituzumab govitecan (USAN/INN) &lt;US&gt; Antibody-drug conjugate
D10986	Segesterone acetate (USAN)
D10987	Segesterone (USAN/INN)
D10988	Selonsertib (JAN/USAN/INN)
D10989	Sofpironium bromide (JAN/USAN/INN)
D10993	Tucidinostat (JAN/USAN/INN)
D10994	Upadacitinib (USAN/INN)
D10995	Upadacitinib tartrate (USAN)
D10999	Valbenazine tosylate (USAN) &lt;US&gt;
D11000	Vamorolone (USAN/INN)
D11003	Vesatolimod (USAN/INN)
D11004	Vestronidase alfa (USAN/INN) &lt;US&gt; Enzyme replacement therapy product
D11008	Voretigene neparvovec (USAN/INN) &lt;US&gt; Gene therapy product
D11009	Indacaterol acetate (JAN)
D11011	Alpelisib (JAN/USAN/INN) &lt;US&gt;
D11012	Lorlatinib (JAN/USAN/INN) &lt;JP/US&gt;
D11017	Elapegademase (INN) &lt;JP/US&gt; Enzyme replacement therapy product
D11022	Lemborexant (JAN/USAN/INN) &lt;JP/US&gt;
D11023	Evogliptin (INN)
D11024	Velmanase alfa (INN) Enzyme replacement therapy product
D11025	Idursulfase beta (INN) Enzyme replacement therapy product
D11026	Pegteograstim (INN)
D11027	Ropeginterferon alfa-2b (INN)
D11028	Cenegermin (INN) &lt;US&gt;
D11029	Andexanet alfa (USAN/INN) &lt;US&gt;
D11030	Netarsudil (USAN/INN)
D11031	Netarsudil mesylate (USAN) &lt;US&gt;
D11032	Plitidepsin (INN)
D11033	Lutetium (177Lu) oxodotreotide (INN) &lt;US&gt;
D11038	Ulixertinib (INN)
D11040	Apalutamide (JAN/INN) &lt;JP/US&gt;
D11041	Tezacaftor (USAN/INN)
D11042	Tezacaftor and ivacaftor &lt;US&gt;
D11043	Ertugliflozin pidolate &lt;US&gt;
D11044	Enasidenib mesylate (USAN) &lt;US&gt;
D11045	Darolutamide (JAN/USAN/INN) &lt;JP/US&gt;
D11046	Delgocitinib (JAN/USAN) &lt;JP&gt;
D11047	Domagrozumab (USAN/INN) Monoclonal antibody
D11048	Upadacitinib hydrate (JAN) &lt;JP/US&gt;
D11049	Epacadostat (JAN/USAN/INN)
D11050	Isatuximab (USAN/INN) &lt;US&gt; Monoclonal antibody
D11051	Vericiguat (JAN/USAN/INN)
D11052	Risankizumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D11053	Encorafenib (JAN/USAN/INN) &lt;JP/US&gt;
D11054	Ravulizumab (USAN) &lt;JP/US&gt; Monoclonal antibody
D11055	Fremanezumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D11056	Mirtazapine hydrate (JAN)
D11061	Osilodrostat (USAN/INN)
D11062	Osilodrostat phosphate (JAN/USAN) &lt;US&gt;
D11063	Evocalcet (JAN/INN) &lt;JP&gt;
D11065	Fosnetupitant (USAN/INN)
D11070	Tirabrutinib hydrochloride (JAN) &lt;JP&gt;
D11072	Siponimod fumarate (USAN) &lt;US&gt;
D11074	Ipatasertib hydrochloride (JAN)
D11077	Pegvaliase (INN) &lt;US&gt;
D11078	Vadadustat (JAN/USAN/INN)
D11079	Satralizumab (USAN/INN) Monoclonal antibody
D11080	Nemolizumab (INN) Monoclonal antibody
D11081	Febuxostat hydrate (JAN) &lt;US&gt;
D11082	Anifrolumab (USAN) Monoclonal antibody
D11083	Brolucizumab (USAN/INN) &lt;JP/US&gt; Monoclonal antibody
D11092	Pitavastatin magnesium &lt;US&gt;
D11093	Avacopan (JAN/USAN/INN)
D11094	Lanadelumab (USAN) &lt;US&gt; Monoclonal antibody
D11095	Atorvastatin calcium propylene glycol solvate &lt;US&gt;
D11098	Telenzepine hydrochloride hydrate (JAN)
D11102	Tamolarizine hydrochloride (JAN)
D11105	Osaterone acetate (JAN)
D11106	Filgotinib maleate (JAN/USAN)
D11107	Glasdegib maleate (JAN) &lt;US&gt;
D11108	Cemiplimab (USAN) &lt;US&gt;
D11110	Cergutuzumab (USAN) Monoclonal antibody
D11111	Difelikefalin (USAN/INN)
D11113	Levothyroxine sodium (INN) &lt;US&gt;
D11114	Esomeprazole magnesium dihydrate &lt;US&gt;
D11115	Olmutinib hydrochloride (USAN)
D11116	Patisiran (USAN/INN) RNA interference (RNAi) drug
D11117	Rovalpituzumab (USAN) Monoclonal antibody
D11118	Cofetuzumab pelidotin (USAN) Monoclonal antibody
D11119	Cofetuzumab (USAN/INN)
D11120	Emapalumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D11121	Gimsilumab (USAN/INN) Monoclonal antibody
D11122	Letolizumab (USAN/INN) Monoclonal antibody
D11123	Mirikizumab (USAN/INN) Monoclonal antibody
D11125	Modotuximab (USAN/INN) Monoclonal antibody
D11126	Navicixizumab (USAN/INN) Monoclonal antibody
D11127	Tibulizumab (USAN/INN) Monoclonal antibody
D11128	Namodenoson (USAN/INN)
D11129	Verinurad (USAN/INN)
D11130	Trilaciclib (USAN/INN)
D11131	Apabetalone (USAN/INN)
D11136	Glesatinib (USAN/INN)
D11137	Larotrectinib (USAN/INN)
D11138	Larotrectinib sulfate (JAN/USAN) &lt;US&gt;
D11139	Savolitinib (USAN/INN)
D11140	Sitravatinib (USAN/INN)
D11141	Tucatinib (USAN/INN) &lt;US&gt;
D11142	Angiotensin II acetate (USAN) &lt;US&gt;
D11144	Axicabtagene ciloleucel (USAN) &lt;US&gt; Cellular therapy product
D11148	Berzosertib (USAN/INN)
D11149	Brexanolone (USAN/INN) &lt;US&gt;
D11150	Cenobamate (USAN/INN) &lt;US&gt;
D11151	Crenigacestat (USAN/INN)
D11155	Eleclazine (USAN/INN)
D11156	Funapide (USAN/INN)
D11158	Leniolisib (USAN/INN)
D11159	Leniolisib phosphate (USAN)
D11160	Caplacizumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D11161	Atesidorsen (USAN/INN) Antisense oligonucleotide
D11162	Atesidorsen sodium (USNA)
D11163	Cobomarsen (USAN/INN)
D11164	Cobomarsen sodium (USAN)
D11165	Prexigebersen (USAN/INN) Antisense oligonucleotide
D11169	Lumateperone (USAN/INN)
D11170	Lumateperone tosylate (USAN) &lt;US&gt;
D11171	Mardepodect (USAN/INN)
D11172	Midomafetamine (USAN/INN)
D11179	Vixotrigine (USAN/INN)
D11180	Vixotrigine hydrochloride (USAN)
D11181	Vilaprisan (JAN/USAN/INN)
D11182	Tinostamustine (USAN/INN)
D11183	Sapanisertib (USAN/INN)
D11184	Ralaniten (USAN/INN)
D11185	Ralaniten acetate (USAN)
D11191	Tigilanol tiglate (USAN/INN)
D11192	Veldoreotide (USAN/INN)
D11193	Somavaratan (USAN/INN)
D11194	Somapacitan (USAN/INN)
D11195	Rimiducid (USAN/INN)
D11199	Lesinidase alfa (USAN/INN) Enzyme replacement therapy product
D11200	Pegilodecakin (USAN/INN)
D11203	Mirogabalin (USAN/INN)
D11204	Octreotide hydrochloride (USAN)
D11206	Prexasertib (USAN/INN)
D11208	Elafibranor (USAN)
D11209	Entospletinib (USAN/INN)
D11214	Oliceridine (USAN/INN)
D11215	Ponesimod (USAN/INN)
D11219	Idasanutlin (USAN/INN)
D11220	Relenopride (USAN/INN)
D11221	Relenopride hydrochloride (USAN)
D11222	Selinexor (USAN/INN) &lt;US&gt;
D11223	Verdinexor (USAN/INN)
D11224	Sembragiline (USAN/INN)
D11225	Trifarotene (USAN/INN) &lt;US&gt;
D11229	Brontictuzumab (USAN/INN) Monoclonal antibody
D11230	Crotedumab (USAN/INN) Monoclonal antibody
D11231	Denintuzumab (USAN/INN) Monoclonal antibody
D11232	Denintuzumab mafodotin (USAN/INN) Monoclonal antibody
D11233	Dolcanatide (USAN/INN)
D11234	Emactuzumab (USAN/INN) Monoclonal antibody
D11235	Landogrozumab (USAN/INN) Monoclonal antibody
D11236	Lenzilumab (USAN/INN) Monoclonal antibody
D11237	Lifastuzumab (USAN) Monoclonal antibody
D11238	Lifastuzumab vedotin (USAN/INN) Monoclonal antibody
D11239	Lumretuzumab (USAN/INN) Monoclonal antibody
D11240	Sofituzumab (USAN) Monoclonal antibody
D11241	Sofituzumab vedotin (USAN/INN) Monoclonal antibody
D11242	Trevogrumab (USAN/INN) Monoclonal antibody
D11243	Ublituximab (USAN/INN) Monoclonal antibody
D11244	Vanucizumab (USAN/INN) Monoclonal antibody
D11245	Balipodect (USAN/INN)
D11251	Icotinib
D11253	Bermekimab (USAN) Monoclonal antibody
D11255	Navoximod (USAN/INN)
D11256	Seladelpar (USAN/INN)
D11257	Seladelpar lysine (USAN)
D11260	Carotuximab (USAN/INN) Monoclonal antibody
D11261	Marstacimab (USAN) Monoclonal antibody
D11262	Andecaliximab (USAN/INN) Monoclonal antibody
D11264	Brilanestrant (USAN/INN)
D11265	Taldefgrobep alfa (USAN)
D11267	Nemiralisib (USAN/INN)
D11268	Vonlerolizumab (USAN/INN) Monoclonal antibody
D11269	Seltorexant (USAN/INN)
D11270	Pexidartinib (USAN/INN)
D11271	Pexidartinib hydrochloride (USAN) &lt;US&gt;
D11273	Molidustat sodium (JAN)
D11274	Praliciguat (USAN/INN)
D11275	Rosiptor (USAN/INN)
D11276	Rosiptor acetate (USAN)
D11279	Avapritinib (USAN/INN) &lt;US&gt;
D11280	Bivalirudin trifluoroacetate (USAN) &lt;US&gt;
D11281	Reltecimod (USAN/INN)
D11283	Cenerimod (USAN/INN)
D11285	Ravoxertinib (USAN/INN)
D11286	Brivoligide sodium (USAN)
D11288	Rivoceranib (USAN/INN)
D11289	Rivoceranib mesylate (USAN)
D11291	Asalhydromorphone (USAN)
D11292	Asalhydromorphone hydrochloride (USAN)
D11293	Gosuranemab (USAN) Monoclonal antibody
D11294	Vadastuximab (USAN/INN) Monoclonal antibody
D11295	Vadastuximab talirine (USAN) Monoclonal antibody
D11296	Fedratinib hydrochloride (USAN) &lt;US&gt;
D11299	Apimostinel (USAN)
D11301	Tavolimab (USAN/INN) Monoclonal antibody
D11303	Eptinezumab (USAN) &lt;US&gt; Monoclonal antibody
D11305	Lotamilast (USAN/INN)
D11306	Flotetuzumab (USAN/INN) Monoclonal antibody
D11307	Telisotuzumab (USAN) Monoclonal antibody
D11310	Uproleselan sodium (USAN)
D11312	Lenabasum (USAN/INN)
D11313	Atogepant (USAN)
D11314	Difamilast (JAN/USAN)
D11315	Solriamfetol (USAN)
D11317	Rodatristat (USAN)
D11318	Rodatristat ethyl (USAN)
D11319	Fimepinostat (USAN/INN)
D11320	Vatinoxan (USAN)
D11321	Vatinoxan hydrochloride (USAN)
D11322	Umbralisib (USAN/INN)
D11323	Umbralisib tosylate (USAN)
D11324	Camidanlumab (USAN) Monoclonal antibody
D11325	Camidanlumab tesirine (USAN) Monoclonal antibody
D11326	Molibresib (USAN)
D11328	Solriamfetol hydrochloride (USAN) &lt;US&gt;
D11331	Olendalizumab (USAN) Monoclonal antibody
D11332	Uproleselan (USAN/INN)
D11333	Loncastuximab (USAN) Monoclonal antibody
D11336	Relacorilant (USAN)
D11337	Glepaglutide (USAN)
D11338	Loncastuximab tesirine (USAN) Monoclonal antibody
D11339	Valziflocept (USAN)
D11340	Rislenemdaz (USAN)
D11341	Brivoligide (USAN)
D11342	Dorzagliatin (USAN)
D11343	Otilimab (USAN) Monoclonal antibody
D11344	Telisotuzumab vedotin (USAN) Monoclonal antibody
D11345	Pavinetant (USAN/INN)
D11346	Ensartinib (USAN)
D11347	Molibresib besylate (USAN)
D11348	Reltecimod sodium (USAN)
D11349	Gefapixant (USAN/INN)
D11350	Relatlimab (USAN) Monoclonal antibody
D11351	Opigolix (USAN/INN)
D11352	Pemetrexed tromethamine (USAN)
D11353	Ripretinib (USAN) &lt;US&gt;
D11354	Nemiralisib succinate (USAN)
D11355	Elezanumab (USAN/INN) Monoclonal antibody
D11356	Ensartinib hydrochloride (USAN)
D11357	Bleselumab (USAN/INN) Monoclonal antibody
D11358	Tagraxofusp (USAN/INN) &lt;US&gt;
D11359	Dasiglucagon (USAN)
D11360	Tirzepatide (USAN)
D11361	Adavosertib (USAN)
D11363	Reldesemtiv (USAN)
D11365	Tapinarof (USAN)
D11366	Dostarlimab (USAN) Monoclonal antibody
D11368	Mavelertinib (USAN/INN)
D11369	Rosmantuzumab (USAN) Monoclonal antibody
D11370	Fosnetupitant chloride hydrochloride (JAN/USAN)
D11371	Capivasertib (JAN/USAN)
D11372	Duvortuxizumab (USAN) Monoclonal antibody
D11375	Trastuzumab duocarmazine (USAN/INN) Antibody-drug conjugate
D11376	Petesicatib (USAN)
D11377	Cobolimab (USAN)
D11378	Edicotinib (USAN)
D11379	Edicotinib hydrochloride (USAN)
D11383	Blarcamesine (USAN)
D11384	Hydromethylthionine mesylate (USAN)
D11385	Inarigivir soproxil (USAN)
D11386	Tisagenlecleucel-T (USAN) &lt;US&gt; Cellular therapy product
D11397	Darvadstrocel (INN) Cellular therapy product
D11398	Frovocimab (USAN) Monoclonal antibody
D11399	Leronlimab (USAN/INN) Monoclonal antibody
D11400	Abrocitinib (JAN/USAN)
D11402	Olacaftor (USAN)
D11403	Asciminib (USAN/INN)
D11404	Asciminib hydrochloride (USAN)
D11405	Prabotulinumtoxin A (USAN) &lt;US&gt;
D11406	Risdiplam (JAN/USAN/INN)
D11408	Mitapivat sulfate (USAN)
D11409	Miransertib (USAN/INN)
D11410	Lifirafenib (USAN/INN)
D11411	Lifirafenib maleate (USAN)
D11412	Linrodostat (USAN)
D11413	Linrodostat mesylate (USAN)
D11414	Troriluzole (USAN)
D11418	Avexitide (USAN)
D11419	Avexitide acetate (USAN)
D11420	Prasinezumab (USAN/INN) Monoclonal antibody
D11422	Zanubrutinib (USAN/INN) &lt;US&gt;
D11423	Deutivacaftor (USAN/INN)
D11424	Oxycodegol (USAN)
D11425	Oxycodegol phosphate (USAN)
D11426	Pamiparib (USAN/INN)
D11427	Hydromethylthionine (USAN)
D11428	Vecabrutinib (USAN/INN)
D11429	Olorinab (USAN)
D11430	Nazartinib (USAN/INN)
D11431	Tavapadon (USAN)
D11433	Vopratelimab (USAN/INN) Monoclonal antibody
D11434	Nazartinib mesylate (USAN)
D11435	Nimacimab (USAN) Monoclonal antibody
D11437	Parsaclisib (USAN/INN)
D11438	Bemcentinib (USAN/INN)
D11439	Lucerastat (JAN/USAN/INN)
D11440	Bimiralisib (USAN/INN)
D11441	Aprocitentan (USAN/INN)
D11442	Nanatinostat (USAN)
D11444	Tazemetostat (USAN/INN)
D11445	Vofatamab (USAN) Monoclonal antibody
D11446	Esuberaprost potassium (USAN)
D11449	Etokimab (USAN) Monoclonal antibody
D11451	Clascoterone (USAN)
D11452	Tomivosertib (USAN/INN)
D11453	Nirogacestat hydrobromide (USAN)
D11454	Repotrectinib (USAN)
D11455	Lerociclib (USAN)
D11456	Atabecestat (USAN/INN)
D11457	Fenebrutinib (USAN/INN)
D11458	Onvansertib (USAN)
D11459	Onvansertib fumarate (USAN)
D11460	Siponimod (USAN/INN)
D11461	Derazantinib hydrochloride (USAN)
D11463	Mosunetuzumab (USAN/INN) Monoclonal antibody
D11464	Miridesap (USAN/INN)
D11467	Cinpanemab (USAN) Monoclonal antibody
D11469	Pepinemab (USAN) Monoclonal antibody
D11471	Dezamizumab (USAN/INN) Monoclonal antibody
D11473	Nomacopan (USAN)
D11474	Onvatilimab (USAN/INN) Monoclonal antibody
D11475	Olinciguat (USAN/INN)
D11476	Balovaptan (USAN/INN)
D11477	Pozelimab (USAN) Monoclonal antibody
D11478	Branebrutinib (USAN)
D11479	Mivebresib (USAN/INN)
D11480	Crizanlizumab (USAN/INN) &lt;US&gt; Monoclonal antibody
D11481	Tomivosertib hydrochloride (USAN)
D11482	Tiragolumab (USAN/INN) Monoclonal antibody
D11484	Pegcantratinib (USAN/INN)
D11485	Tazemetostat hydrobromide (JAN/USAN) &lt;US&gt;
D11486	Lonapegsomatropin (USAN/INN)
D11487	Tislelizumab (USAN/INN) Monoclonal antibody
D11488	Cetrelimab (USAN/INN) Monoclonal antibody
D11489	Cibisatamab (USAN/INN) Monoclonal antibody
D11490	Pitolisant hydrochloride (USAN) &lt;US&gt;
D11491	Selicrelumab (USAN/INN) Monoclonal antibody
D11494	Lisavanbulin (USAN/INN)
D11495	Belapectin (USAN)
D11496	Obexelimab (USAN) Monoclonal antibody
D11498	Quetmolimab (USAN) Monoclonal antibody
D11499	Eltanexor (USAN/INN)
D11501	Samotolisib (USAN)
D11502	Vecabrutinib succinate (USAN)
D11503	Tomaralimab (USAN) Monoclonal antibody
D11504	Tilsotolimod (USAN/INN)
D11505	Tilsotolimod sodium (USAN)
D11506	Parsaclisib hydrochloride (USAN)
D11507	Elexacaftor (USAN)
D11508	Miransertib mesylate (USAN)
D11509	Elenbecestat (JAN/USAN)
D11510	Mavorixafor (USAN)
D11512	Pegbelfermin (USAN)
D11513	Estetrol (USAN)
D11514	Estetrol (JAN/USAN)
D11515	Omburtamab (USAN) Monoclonal antibody
D11516	Faricimab (USAN/INN) Antibody
D11517	Abicipar pegol (USAN/INN)
D11523	Enarodustat (JAN)
D11524	Enfortumab (USAN) Monoclonal antibody
D11525	Enfortumab vedotin (USAN) &lt;US&gt; Antibody-drug conjugate
D11527	Zolbetuximab (genetical recombination) (JAN) Monoclonal antibody
D11528	Viltolarsen (JAN/USAN) &lt;JP&gt; Antisense oligonucleotide
D11529	Trastuzumab deruxtecan (USAN/INN) &lt;JP/US&gt; Antibody-drug conjugate
D11530	Sutimlimab (USAN/INN)
D11531	Narsoplimab (USAN) Monoclonal antibody
D11532	Lodapolimab (USAN) Monoclonal antibody
D11533	Zagotenemab (USAN) Monoclonal antibody
D11534	Odronextamab (USAN) Monoclonal antibody
D11535	Bamocaftor (USAN)
D11536	Bamocaftor potassium (USAN)
D11537	Brepocitinib (USAN)
D11538	Brepocitinib tosylate (USAN)
D11539	Linerixibat (USAN)
D11540	Razuprotafib (USAN)
D11541	Sitravatinib malate (USAN)
D11547	Ciforadenant (USAN)
D11548	Tropifexor (USAN)
D11549	Blarcamesine hydrochloride (USAN)
D11550	Bimekizumab (USAN/INN) Monoclonal antibody
D11551	Valemetostat
D11556	Idecabtagene vicleucel (USAN) Cellular therapy product
D11559	Onasemnogene abeparvovec (USAN/INN) &lt;US&gt; Gene therapy product
D11563	Abaloparatide acetate (JAN)
D11564	Upacicalcet sodium hydrate (JAN)
D11566	Lorcaserin hydrochloride hemihydrate &lt;US&gt;
D11568	Edoxaban tosylate (USAN)
D11570	Risedronate sodium monohydrate &lt;US&gt;
D11572	Beclomethasone dipropionate monohydrate &lt;US&gt;
D11579	Fenofibric acid &lt;US&gt;
D11580	Perindopril arginine
D11583	Difenoxin hydrochloride
D11585	Terazosin hydrochloride anhydrous &lt;US&gt;
D11588	Lorecivivint (USAN/INN)
D11589	Infigratinib (USAN/INN)
D11590	Soticlestat (USAN)
D11593	Etigilimab (USAN/INN) Monoclonal antibody
D11594	Belantamab (USAN/INN) Monoclonal antibody
D11597	Ravagalimab (USAN/INN) Monoclonal antibody
D11598	Romilkimab (USAN/INN) Monoclonal antibody
D11599	Zotiraciclib (USAN)
D11600	Zotiraciclib citrate (USAN)
D11601	Tafasitamab (USAN/INN) Monoclonal antibody
D11602	Resmetirom (USAN/INN)
D11603	Leriglitazone (USAN/INN)
D11604	Leriglitazone hydrochloride (USAN)
D11605	Spartalizumab (USAN/INN) Monoclonal antibody
D11608	Linzagolix (USAN/INN)
D11609	Linzagolix choline (USAN)
D11610	Iscalimab (USAN/INN) Monoclonal antibody
D11611	Infigratinib phosphate (USAN)
D11613	Pegcetacoplan (USAN/INN)
D11614	Volagidemab (USAN) Monoclonal antibody
D11617	Eletriptan hydrobromide monohydrate &lt;US&gt;
D11619	Desvenlafaxine succinate anhydrous &lt;US&gt;
D11620	Naloxone hydrochloride dihydrate
D11622	Amphetamine aspartate monohydrate
D11623	Dextroamphetamine saccharate
D11629	Bremelanotide acetate (USAN) &lt;US&gt;
D11630	Aminophylline dihydrate &lt;US&gt;
D11633	Venglustat (USAN/INN)
D11640	Firsocostat (USAN/INN)
D11641	Danicopan (USAN/INN)
D11642	Dilpacimab (USAN/INN) Monoclonal antibody
D11643	Budigalimab (USAN/INN) Monoclonal antibody
D11648	Volanesorsen (USAN/INN) Antisense oligonucleotide
D11650	Volanesorsen sodium (USAN) Antisense oligonucleotide
D11652	Tenapanor (USAN/INN)
D11653	Tenapanor hydrochloride (USAN) &lt;US&gt;
D11658	Duvelisib hydrate (JAN)
D11659	Tolvaptan sodium phosphate (JAN)
D11662	Valemetostat tosilate (JAN)
D11663	Onatasertib (USAN)
D11664	Clazosentan (USAN/INN)
D11665	Exicorilant (USAN/INN)
D11666	Nipocalimab (USAN) Monoclonal antibody
D11667	Miricorilant (USAN/INN)
D11668	Mosedipimod (USAN/INN)
D11669	Bempegaldesleukin (USAN/INN)
D11671	Elacestrant (USAN/INN)
D11672	Elacestrant hydrochloride (USAN)
D11673	Berotralstat (USAN)
D11674	Berotralstat hydrochloride (JAN/USAN)
D11675	Mirdametinib (USAN)
D11676	Gusacitinib (USAN/INN)
D11677	Gusacitinib hydrochloride (USAN)
D11681	Avanbulin (USAN/INN)
D11682	Nesolicaftor (USAN)
D11683	Posenacaftor (USAN)
D11684	Verdiperstat (USAN/INN)
D11686	Plamotamab (USAN/INN) Monoclonal antibody
D11687	Semorinemab (USAN/INN) Monoclonal antibody
D11688	Ampreloxetine (USAN/INN)
D11689	Ampreloxetine hydrochloride (USAN)
D11690	Umibecestat (USAN/INN)
D11691	Tirbanibulin (USAN/INN)
D11692	Tirbanibulin mesylate (USAN)
D11693	Gefapixant citrate (USAN)
D11695	Pegzilarginase (USAN/INN) Enzyme replacement therapy product
D11696	Crovalimab (USAN/INN) Monoclonal antibody
D11700	Elexacaftor, ivacaftor and tezacaftor &lt;US&gt;
D11701	Luspatercept (USAN/INN) &lt;US&gt;
D11702	Givosiran (USAN/INN) RNA interference (RNAi) drug
D11703	Opinercept (INN)
D11707	Golodirsen (USAN/INN) &lt;US&gt; Antisense oligonucleotide
D11708	Givosiran sodium (JAN) &lt;US&gt; RNA interference (RNAi) drug
D11709	Ascrinvacumab (USAN/INN)
D11712	Pralsetinib (USAN/INN)
D11713	Selpercatinib (JAN/USAN/INN)
D11716	Odevixibat (USAN)
D11717	Tepotinib (USAN/INN)
D11720	Acalabrutinib maleate (USAN)
D11724	Galicaftor (USAN/INN)
D11725	Futibatinib (JAN/USAN/INN)
D11727	Voxtalisib (USAN/INN)
D11728	Tradipitant (USAN/INN)
D11732	Dubermatinib (USAN/INN)
D11733	Dubermatinib tartrate (USAN)
D11734	Aldafermin (USAN/INN)
D11737	Fisogatinib (USAN/INN)
D11738	Telaglenastat (USAN/INN)
D11739	Telaglenastat hydrochloride (USAN)
D11740	Roducitabine (USAN)
D11741	Lazucirnon (USAN)
D11742	Lazucirnon hydrochloride (USAN)
D11743	Ensifentrine (USAN/INN)
D11744	Avalglucosidase alfa (USAN/INN) Enzyme replacement therapy product
D11747	Inbakicept (USAN/INN)
D11748	Avacincaptad pegol sodium (USAN)
D11750	Duligotuzumab (USAN) Monoclonal antibody
D11752	Enoblituzumab (USAN/INN) Monoclonal antibody
D11753	Evinacumab (USAN/INN) Monoclonal antibody
D11756	Fletikumab (USAN/INN) Monoclonal antibody
D11757	Inebilizumab (USAN/INN) Monoclonal antibody
D11758	Ipafricept (USAN/INN)
D11759	Isunakinra (USAN/INN)
D11762	Lucitanib (USAN/INN)
D11763	Merestinib (USAN/INN)
D11764	Necuparanib (USAN/INN)
D11765	Necuparanib sodium (USAN)
D11766	Onalespib lactate (USAN)
D11767	Opicinumab (USAN/INN) Monoclonal antibody
D11768	Pacritinib (USAN/INN)
D11769	Asenapine (INN) &lt;US&gt;
D11770	Vonapanitase (USAN/INN) Enzyme replacement therapy product
D11771	Tezepelumab (USAN/INN) Monoclonal antibody
D11772	Tesevatinib (USAN/INN)
D11773	Tesevatinib tosylate (USAN)
D11774	Taselisib (USAN/INN)
D11775	Tarextumab (USAN/INN) Monoclonal antibody
D11776	Sparsentan (USAN/INN)
D11777	Seribantumab (USAN/INN) Monoclonal antibody
D11778	Daxdilimab (USAN)
D11779	Fosdenopterin (USAN)
D11780	Fosdenopterin hydrobromide (USAN)
D11782	Encequidar (USAN/INN)
D11783	Encequidar mesylate (USAN)
D11784	Vonoprazan (USAN/INN)
D11786	Vodobatinib (USAN)
D11787	Ceralasertib (USAN/INN)
D11788	Remimazolam (USAN/INN)
D11789	Mivavotinib (USAN/INN)
D11790	Mivavotinib citrate (USAN)
D11792	Numidargistat (USAN)
D11795	Vibostolimab (USAN) Monoclonal antibody
D11796	Melrilimab (USAN) Monoclonal antibody
D11797	Apitegromab (USAN) Monoclonal antibody
D11798	Cipaglucosidase alfa (USAN) Enzyme replacement therapy product
